ts_code,list_date,delist_date,has_security_master,has_index_membership,has_daily_bar,passed,issue
301130.SZ,2022-02-23,,True,False,False,True,
301131.SZ,2022-03-14,,True,False,False,True,
301132.SZ,2022-08-10,,True,False,False,True,
301133.SZ,2021-11-26,,True,False,False,True,
301135.SZ,2022-04-12,,True,False,False,True,
301136.SZ,2022-01-11,,True,False,False,True,
301137.SZ,2022-03-22,,True,False,False,True,
301138.SZ,2021-12-15,,True,False,False,True,
301139.SZ,2022-07-08,,True,False,False,True,
301141.SZ,2023-04-03,,True,False,False,True,
301148.SZ,2022-04-21,,True,False,False,True,
301149.SZ,2021-11-10,,True,False,False,True,
301150.SZ,2022-04-21,,True,False,False,True,
301151.SZ,2022-04-11,,True,False,False,True,
301152.SZ,2022-08-29,,True,False,False,True,
301153.SZ,2022-05-18,,True,False,False,True,
301155.SZ,2021-11-24,,True,False,False,True,
301156.SZ,2022-06-17,,True,False,False,True,
301157.SZ,2023-03-09,,True,False,False,True,
301158.SZ,2022-01-17,,True,False,False,True,
301159.SZ,2022-01-07,,True,False,False,True,
301160.SZ,2022-06-06,,True,False,False,True,
301161.SZ,2022-09-14,,True,False,False,True,
301162.SZ,2022-04-29,,True,False,False,True,
301163.SZ,2022-04-19,,True,False,False,True,
301165.SZ,2022-11-21,,True,True,True,True,
301166.SZ,2021-12-28,,True,False,False,True,
301167.SZ,2021-12-06,,True,False,False,True,
301168.SZ,2021-12-10,,True,False,False,True,
301169.SZ,2021-11-03,,True,False,False,True,
301170.SZ,2023-06-27,,True,False,False,True,
301171.SZ,2022-08-19,,True,False,False,True,
301172.SZ,2023-07-26,,True,False,False,True,
301173.SZ,2025-03-03,,True,False,False,True,
301175.SZ,2022-07-08,,True,False,False,True,
301176.SZ,2022-09-28,,True,False,False,True,
301177.SZ,2021-12-15,,True,False,False,True,
301178.SZ,2021-11-12,,True,False,False,True,
301179.SZ,2021-12-08,,True,False,False,True,
301180.SZ,2021-11-16,,True,False,False,True,
301181.SZ,2022-02-21,,True,False,False,True,
301182.SZ,2021-12-23,,True,False,False,True,
301183.SZ,2022-05-24,,True,False,False,True,
301185.SZ,2021-11-19,,True,False,False,True,
301186.SZ,2021-12-23,,True,False,False,True,
301187.SZ,2022-04-22,,True,False,False,True,
301188.SZ,2021-11-11,,True,False,False,True,
301189.SZ,2021-12-28,,True,False,False,True,
301190.SZ,2021-12-24,,True,False,False,True,
301191.SZ,2022-05-26,,True,False,False,True,
301192.SZ,2022-08-11,,True,False,False,True,
301193.SZ,2021-12-09,,True,False,False,True,
301195.SZ,2022-08-01,,True,False,False,True,
301196.SZ,2022-01-11,,True,False,False,True,
301197.SZ,2022-08-08,,True,False,False,True,
301198.SZ,2021-12-02,,True,False,False,True,
301199.SZ,2021-12-07,,True,False,False,True,
301200.SZ,2022-02-28,,True,True,True,True,
301201.SZ,2022-01-20,,True,False,False,True,
301202.SZ,2023-07-05,,True,False,False,True,
301203.SZ,2023-04-04,,True,False,False,True,
301205.SZ,2022-09-13,,True,False,False,True,
301206.SZ,2022-02-10,,True,False,False,True,
301207.SZ,2022-02-18,,True,False,False,True,
301208.SZ,2022-07-07,,True,False,False,True,
301209.SZ,2022-08-25,,True,False,False,True,
301210.SZ,2023-06-30,,True,False,False,True,
301211.SZ,2021-12-22,,True,False,False,True,
301212.SZ,2022-04-19,,True,False,False,True,
301213.SZ,2021-12-06,,True,False,False,True,
301215.SZ,2022-03-08,,True,False,False,True,
301216.SZ,2022-03-29,,True,False,False,True,
301217.SZ,2022-01-27,,True,False,False,True,
301218.SZ,2022-03-07,,True,False,False,True,
301219.SZ,2022-03-17,,True,False,False,True,
301220.SZ,2022-06-22,,True,False,False,True,
301221.SZ,2021-12-22,,True,False,False,True,
301222.SZ,2022-03-09,,True,False,False,True,
301223.SZ,2022-10-26,,True,False,False,True,
301225.SZ,2023-06-16,,True,False,False,True,
301226.SZ,2022-03-25,,True,False,False,True,
301227.SZ,2022-09-26,,True,False,False,True,
301228.SZ,2022-01-28,,True,False,False,True,
301229.SZ,2022-02-22,,True,False,False,True,
301230.SZ,2022-11-01,,True,False,False,True,
301231.SZ,2022-09-08,,True,False,False,True,
301232.SZ,2023-06-15,,True,False,False,True,
301233.SZ,2022-07-06,,True,False,False,True,
301234.SZ,2022-07-05,,True,False,False,True,
301235.SZ,2022-01-28,,True,False,False,True,
301236.SZ,2022-03-15,,True,True,True,True,
301237.SZ,2022-03-23,,True,False,False,True,
301238.SZ,2022-06-17,,True,False,False,True,
301239.SZ,2022-07-05,,True,False,False,True,
301246.SZ,2023-03-20,,True,False,False,True,
301248.SZ,2022-04-20,,True,False,False,True,
301251.SZ,2023-09-06,,True,False,False,True,
301252.SZ,2023-05-25,,True,False,False,True,
301255.SZ,2022-12-27,,True,False,False,True,
301256.SZ,2022-03-22,,True,False,False,True,
301257.SZ,2022-05-17,,True,False,False,True,
301258.SZ,2022-03-29,,True,False,False,True,
301259.SZ,2022-04-26,,True,False,False,True,
301260.SZ,2023-02-08,,True,False,False,True,
301261.SZ,2023-07-10,,True,False,False,True,
301262.SZ,2023-06-20,,True,False,False,True,
301263.SZ,2022-03-29,,True,False,False,True,
301265.SZ,2022-12-16,,True,False,False,True,
301266.SZ,2022-06-08,,True,False,False,True,
301267.SZ,2022-11-07,,True,True,True,True,
301268.SZ,2022-04-07,,True,False,False,True,
301269.SZ,2022-07-29,,True,False,False,True,
301270.SZ,2022-08-31,,True,False,False,True,
301272.SZ,2023-07-13,,True,False,False,True,
301273.SZ,2022-10-25,,True,False,False,True,
301275.SZ,2025-03-11,,True,False,False,True,
301276.SZ,2022-09-09,,True,False,False,True,
301277.SZ,2022-11-16,,True,False,False,True,
301278.SZ,2022-08-04,,True,False,False,True,
301279.SZ,2022-04-13,,True,False,False,True,
301280.SZ,2022-12-26,,True,False,False,True,
301281.SZ,2023-04-04,,True,False,False,True,
301282.SZ,2022-08-26,,True,False,False,True,
301283.SZ,2022-09-02,,True,False,False,True,
301285.SZ,2022-09-28,,True,False,False,True,
301286.SZ,2022-06-14,,True,False,False,True,
301287.SZ,2023-06-14,,True,False,False,True,
301288.SZ,2022-04-22,,True,False,False,True,
301289.SZ,2022-06-22,,True,False,False,True,
301290.SZ,2022-11-30,,True,False,False,True,
301291.SZ,2023-06-30,,True,False,False,True,
301292.SZ,2023-07-07,,True,False,False,True,
301293.SZ,2023-05-05,,True,False,False,True,
301295.SZ,2023-06-28,,True,False,False,True,
301296.SZ,2022-09-02,,True,False,False,True,
301297.SZ,2022-12-30,,True,False,False,True,
301298.SZ,2022-06-06,,True,False,False,True,
301299.SZ,2022-10-19,,True,False,False,True,
301300.SZ,2022-08-19,,True,False,False,True,
301301.SZ,2022-12-27,,True,True,True,True,
301302.SZ,2022-06-23,,True,False,False,True,
301303.SZ,2023-02-20,,True,False,False,True,
301305.SZ,2023-05-23,,True,False,False,True,
301306.SZ,2022-07-26,,True,False,False,True,
301307.SZ,2023-04-24,,True,False,False,True,
301308.SZ,2022-08-05,,True,True,True,True,
301309.SZ,2022-09-19,,True,False,False,True,
301310.SZ,2023-06-02,,True,False,False,True,
301311.SZ,2022-11-30,,True,False,False,True,
301312.SZ,2022-07-11,,True,False,False,True,
301313.SZ,2022-09-30,,True,False,False,True,
301314.SZ,2023-03-28,,True,False,False,True,
301315.SZ,2023-06-21,,True,False,False,True,
301316.SZ,2022-10-13,,True,False,False,True,
301317.SZ,2023-01-19,,True,False,False,True,
301318.SZ,2022-08-10,,True,False,False,True,
301319.SZ,2022-09-29,,True,False,False,True,
301320.SZ,2023-06-09,,True,False,False,True,
301321.SZ,2022-08-18,,True,False,False,True,
301322.SZ,2023-03-06,,True,False,False,True,
301323.SZ,2023-06-06,,True,False,False,True,
301325.SZ,2023-05-12,,True,False,False,True,
301326.SZ,2022-09-21,,True,False,False,True,
301327.SZ,2022-09-19,,True,False,False,True,
301328.SZ,2022-09-08,,True,False,False,True,
301329.SZ,2023-07-17,,True,False,False,True,
301330.SZ,2022-08-17,,True,False,False,True,
301331.SZ,2022-09-21,,True,False,False,True,
301332.SZ,2023-05-18,,True,False,False,True,
301333.SZ,2022-08-02,,True,False,False,True,
301335.SZ,2022-11-18,,True,False,False,True,
301336.SZ,2022-08-12,,True,False,False,True,
301337.SZ,2023-05-26,,True,False,False,True,
301338.SZ,2022-08-16,,True,False,False,True,
301339.SZ,2022-09-09,,True,False,False,True,
301345.SZ,2023-03-21,,True,False,False,True,
301348.SZ,2023-08-10,,True,False,False,True,
301349.SZ,2022-09-09,,True,False,False,True,
301353.SZ,2023-05-30,,True,False,False,True,
301355.SZ,2023-06-12,,True,False,False,True,
301356.SZ,2022-11-14,,True,False,False,True,
301357.SZ,2023-04-18,,True,False,False,True,
301358.SZ,2023-02-09,,True,True,True,True,
301359.SZ,2022-11-09,,True,False,False,True,
301360.SZ,2023-04-25,,True,False,False,True,
301361.SZ,2022-11-16,,True,False,False,True,
301362.SZ,2023-08-04,,True,False,False,True,
301363.SZ,2022-10-12,,True,False,False,True,
301365.SZ,2022-11-22,,True,False,False,True,
301366.SZ,2022-09-26,,True,False,False,True,
301367.SZ,2022-11-01,,True,False,False,True,
301368.SZ,2022-12-15,,True,False,False,True,
301369.SZ,2022-09-22,,True,False,False,True,
301370.SZ,2023-07-12,,True,False,False,True,
301371.SZ,2023-08-01,,True,False,False,True,
301372.SZ,2023-08-11,,True,False,False,True,
301373.SZ,2023-02-08,,True,False,False,True,
301376.SZ,2023-06-21,,True,False,False,True,
301377.SZ,2022-11-22,,True,True,True,True,
301378.SZ,2023-03-20,,True,False,False,True,
301379.SZ,2022-11-01,,True,False,False,True,
301380.SZ,2022-10-25,,True,False,False,True,
301381.SZ,2023-07-12,,True,False,False,True,
301382.SZ,2023-05-17,,True,False,False,True,
301383.SZ,2023-06-09,,True,False,False,True,
301386.SZ,2023-03-29,,True,False,False,True,
301387.SZ,2023-04-18,,True,False,False,True,
301388.SZ,2022-11-09,,True,False,False,True,
301389.SZ,2022-10-31,,True,False,False,True,
301390.SZ,2023-05-08,,True,False,False,True,
301391.SZ,2022-12-01,,True,False,False,True,
301392.SZ,2024-06-05,,True,False,False,True,
301393.SZ,2023-07-12,,True,False,False,True,
301395.SZ,2023-07-03,,True,False,False,True,
301396.SZ,2022-11-11,,True,False,False,True,
301397.SZ,2023-06-28,,True,False,False,True,
301398.SZ,2022-12-15,,True,False,False,True,
301399.SZ,2023-05-23,,True,False,False,True,
301408.SZ,2023-03-01,,True,False,False,True,
301413.SZ,2023-12-18,,True,False,False,True,
301418.SZ,2023-08-21,,True,False,False,True,
301419.SZ,2023-02-09,,True,False,False,True,
301421.SZ,2023-08-23,,True,False,False,True,
301428.SZ,2023-05-19,,True,False,False,True,
301429.SZ,2023-04-17,,True,False,False,True,
301439.SZ,2023-03-17,,True,False,False,True,
301446.SZ,2023-07-25,,True,False,False,True,
301448.SZ,2023-06-19,,True,False,False,True,
301449.SZ,2025-12-23,,True,False,False,True,
301456.SZ,2023-07-14,,True,False,False,True,
301458.SZ,2025-01-10,,True,False,False,True,
301459.SZ,2023-12-13,,True,False,False,True,
301468.SZ,2023-07-24,,True,False,False,True,
301469.SZ,2023-08-22,,True,False,False,True,
301479.SZ,2025-03-18,,True,False,False,True,
301486.SZ,2023-07-07,,True,False,False,True,
301487.SZ,2023-08-09,,True,False,False,True,
301488.SZ,2023-07-04,,True,False,False,True,
301489.SZ,2023-10-24,,True,False,False,True,
301491.SZ,2025-08-06,,True,False,False,True,
301498.SZ,2023-08-16,,True,True,True,True,
301499.SZ,2023-07-21,,True,False,False,True,
301500.SZ,2023-09-21,,True,False,False,True,
301501.SZ,2025-03-19,,True,False,False,True,
301502.SZ,2024-02-02,,True,False,False,True,
301503.SZ,2023-07-17,,True,False,False,True,
301505.SZ,2023-07-19,,True,False,False,True,
301507.SZ,2023-09-05,,True,False,False,True,
301508.SZ,2023-12-01,,True,False,False,True,
301509.SZ,2023-08-03,,True,False,False,True,
301510.SZ,2023-08-15,,True,False,False,True,
301511.SZ,2023-08-17,,True,False,False,True,
301512.SZ,2023-07-20,,True,False,False,True,
301513.SZ,2026-04-17,,True,False,False,True,
301515.SZ,2023-07-25,,True,False,False,True,
301516.SZ,2023-12-08,,True,False,False,True,
301517.SZ,2023-10-17,,True,False,False,True,
301518.SZ,2023-08-03,,True,False,False,True,
301519.SZ,2023-07-27,,True,False,False,True,
301520.SZ,2023-09-25,,True,False,False,True,
301522.SZ,2024-10-16,,True,False,False,True,
301525.SZ,2023-08-30,,True,False,False,True,
301526.SZ,2023-12-26,,True,True,True,True,
301528.SZ,2023-08-28,,True,False,False,True,
301529.SZ,2023-09-11,,True,False,False,True,
301531.SZ,2026-05-11,,True,False,False,True,
301533.SZ,2023-08-18,,True,False,False,True,
301535.SZ,2025-03-27,,True,False,False,True,
301536.SZ,2024-03-28,,True,True,True,True,
301538.SZ,2024-03-20,,True,False,False,True,
301539.SZ,2024-04-15,,True,False,False,True,
301548.SZ,2023-09-20,,True,False,False,True,
301550.SZ,2023-09-15,,True,False,False,True,
301551.SZ,2024-09-26,,True,False,False,True,
301552.SZ,2024-07-22,,True,False,False,True,
301555.SZ,2023-10-31,,True,False,False,True,
301556.SZ,2024-10-17,,True,False,False,True,
301557.SZ,2025-03-04,,True,False,False,True,
301558.SZ,2023-09-28,,True,False,False,True,
301559.SZ,2023-10-11,,True,False,False,True,
301560.SZ,2025-04-25,,True,False,False,True,
301563.SZ,2025-09-30,,True,False,False,True,
301565.SZ,2024-06-20,,True,False,False,True,
301566.SZ,2023-12-29,,True,False,False,True,
301567.SZ,2024-01-16,,True,False,False,True,
301568.SZ,2023-11-28,,True,False,False,True,
301571.SZ,2024-08-21,,True,False,False,True,
301575.SZ,2025-09-10,,True,False,False,True,
301577.SZ,2024-01-24,,True,False,False,True,
301578.SZ,2023-12-28,,True,False,False,True,
301580.SZ,2024-06-26,,True,False,False,True,
301581.SZ,2025-01-03,,True,False,False,True,
301583.SZ,2026-07-10,,True,False,False,True,
301584.SZ,2025-09-25,,True,False,False,True,
301585.SZ,2024-12-20,,True,False,False,True,
301586.SZ,2024-08-28,,True,False,False,True,
301587.SZ,2024-04-08,,True,False,False,True,
301588.SZ,2024-03-13,,True,False,False,True,
301589.SZ,2024-02-08,,True,False,False,True,
301590.SZ,2025-06-05,,True,False,False,True,
301591.SZ,2024-02-28,,True,False,False,True,
301592.SZ,2024-10-24,,True,False,False,True,
301595.SZ,2025-05-19,,True,False,False,True,
301596.SZ,2024-05-13,,True,False,False,True,
301598.SZ,2024-12-20,,True,False,False,True,
301599.SZ,2026-04-30,,True,False,False,True,
301600.SZ,2024-09-11,,True,False,False,True,
301601.SZ,2025-01-15,,True,False,False,True,
301602.SZ,2025-01-22,,True,False,False,True,
301603.SZ,2024-07-10,,True,False,False,True,
301606.SZ,2024-07-26,,True,True,True,True,
301607.SZ,2024-09-04,,True,False,False,True,
301608.SZ,2024-08-01,,True,False,False,True,
301609.SZ,2025-07-23,,True,False,False,True,
301611.SZ,2024-08-16,,True,True,True,True,
301613.SZ,2024-10-25,,True,False,False,True,
301616.SZ,2025-03-27,,True,False,False,True,
301617.SZ,2024-12-11,,True,False,False,True,
301618.SZ,2024-09-30,,True,False,False,True,
301622.SZ,2024-12-04,,True,False,False,True,
301626.SZ,2024-10-24,,True,False,False,True,
301628.SZ,2024-10-31,,True,False,False,True,
301629.SZ,2025-03-24,,True,False,False,True,
301630.SZ,2025-07-10,,True,False,False,True,
301631.SZ,2024-11-22,,True,False,False,True,
301632.SZ,2025-08-12,,True,False,False,True,
301633.SZ,2024-11-07,,True,False,False,True,
301636.SZ,2025-05-16,,True,False,False,True,
301638.SZ,2025-11-18,,True,False,False,True,
301656.SZ,2025-09-25,,True,False,False,True,
301658.SZ,2025-04-02,,True,False,False,True,
301662.SZ,2025-04-17,,True,False,False,True,
301665.SZ,2025-04-11,,True,False,False,True,
301666.SZ,2026-04-16,,True,False,False,True,
301667.SZ,2025-12-23,,True,False,False,True,
301668.SZ,2025-09-26,,True,False,False,True,
301669.SZ,2026-06-09,,True,False,False,True,
301678.SZ,2025-06-20,,True,False,False,True,
301680.SZ,2026-03-06,,True,False,False,True,
301682.SZ,2026-03-25,,True,False,False,True,
301683.SZ,2026-04-01,,True,False,False,True,
301687.SZ,2025-12-31,,True,False,False,True,
301696.SZ,2026-04-10,,True,False,False,True,
302132.SZ,2010-08-27,,True,True,True,True,
600000.SH,1999-11-10,,True,False,False,True,
600001.SH,1998-01-22,2009-12-29,True,False,False,True,
600002.SH,1998-04-08,2006-04-24,True,False,False,True,
600003.SH,1999-08-10,2010-02-26,True,False,False,True,
600004.SH,2003-04-28,,True,True,True,True,
600005.SH,1999-08-03,2017-02-14,True,False,True,True,
600006.SH,1999-07-27,,True,True,True,True,
600007.SH,1999-03-12,,True,True,True,True,
600008.SH,2000-04-27,,True,True,True,True,
600009.SH,1998-02-18,,True,False,False,True,
600010.SH,2001-03-09,,True,False,False,True,
600011.SH,2001-12-06,,True,False,False,True,
600012.SH,2003-01-07,,True,False,False,True,
600015.SH,2003-09-12,,True,False,False,True,
600016.SH,2000-12-19,,True,False,False,True,
600017.SH,2006-10-17,,True,True,True,True,
600018.SH,2000-07-19,,True,False,False,True,
600019.SH,2000-12-12,,True,False,False,True,
600020.SH,2003-08-08,,True,False,False,True,
600021.SH,2003-10-29,,True,True,True,True,
600022.SH,2004-06-29,,True,True,True,True,
600023.SH,2013-12-19,,True,False,False,True,
600025.SH,2017-12-15,,True,False,False,True,
600026.SH,2002-05-23,,True,True,True,True,
600027.SH,2005-02-03,,True,True,True,True,
600028.SH,2001-08-08,,True,False,False,True,
600029.SH,2003-07-25,,True,False,False,True,
600030.SH,2003-01-06,,True,False,False,True,
600031.SH,2003-07-03,,True,False,False,True,
600032.SH,2021-05-25,,True,True,True,True,
600033.SH,2001-02-09,,True,False,False,True,
600035.SH,2004-03-10,,True,False,False,True,
600036.SH,2002-04-09,,True,False,False,True,
600037.SH,2001-02-08,,True,True,True,True,
600038.SH,2000-12-18,,True,True,True,True,
600039.SH,2003-03-25,,True,True,True,True,
600048.SH,2006-07-31,,True,False,False,True,
600050.SH,2002-10-09,,True,False,False,True,
600051.SH,1997-04-10,,True,False,False,True,
600052.SH,1997-04-15,,True,False,False,True,
600053.SH,1997-04-18,,True,True,True,True,
600054.SH,1997-05-06,,True,False,False,True,
600055.SH,1997-05-19,,True,False,False,True,
600056.SH,1997-05-15,,True,True,True,True,
600057.SH,1997-06-04,,True,False,False,True,
600058.SH,1997-05-28,,True,True,True,True,
600059.SH,1997-05-16,,True,True,True,True,
600060.SH,1997-04-22,,True,True,True,True,
600061.SH,1997-05-19,,True,False,False,True,
600062.SH,1997-05-22,,True,True,True,True,
600063.SH,1997-05-28,,True,False,False,True,
600064.SH,1997-05-06,,True,True,True,True,
600065.SH,1997-05-23,2007-12-13,True,False,False,True,
600066.SH,1997-05-08,,True,True,True,True,
600067.SH,1997-05-08,,True,True,True,True,
600068.SH,1997-05-26,2021-09-13,True,True,True,True,
600069.SH,1997-04-30,2020-08-28,True,False,True,True,
600070.SH,1997-06-04,2025-04-30,True,False,True,True,
600071.SH,1997-05-28,,True,False,False,True,
600072.SH,1997-06-03,,True,False,False,True,
600073.SH,1997-07-04,,True,True,True,True,
600074.SH,1997-06-23,2020-06-03,True,True,True,True,
600075.SH,1997-06-17,,True,False,False,True,
600076.SH,1997-05-26,,True,False,False,True,
600077.SH,1997-05-20,2023-07-25,True,False,True,True,
600078.SH,1997-06-27,,True,True,True,True,
600079.SH,1997-06-06,,True,True,True,True,
600080.SH,1997-06-12,,True,False,False,True,
600081.SH,1997-07-03,,True,False,False,True,
600082.SH,1997-06-20,,True,False,False,True,
600083.SH,1997-06-06,2025-03-05,True,False,True,True,
600084.SH,1997-07-11,,True,False,False,True,
600085.SH,1997-06-25,,True,False,False,True,
600086.SH,1997-06-06,2021-03-18,True,True,True,True,
600087.SH,1997-06-12,2014-06-05,True,False,True,True,
600088.SH,1997-06-16,,True,True,True,True,
600089.SH,1997-06-18,,True,True,True,True,
600090.SH,1997-06-16,2022-07-07,True,False,True,True,
600091.SH,1997-07-04,2022-06-21,True,False,True,True,
600092.SH,1997-06-26,2006-11-30,True,False,False,True,
600093.SH,1997-06-26,2022-06-23,True,False,True,True,
600094.SH,1997-07-03,,True,True,True,True,
600095.SH,1997-07-08,,True,True,True,True,
600096.SH,1997-07-09,,True,True,True,True,
600097.SH,1997-06-19,,True,False,False,True,
600098.SH,1997-07-18,,True,True,True,True,
600099.SH,1997-07-04,,True,False,False,True,
600100.SH,1997-06-27,,True,True,True,True,
600101.SH,1997-06-27,,True,False,False,True,
600102.SH,1997-08-28,2012-02-28,True,False,False,True,
600103.SH,1997-07-03,,True,False,False,True,
600104.SH,1997-11-25,,True,False,False,True,
600105.SH,1997-09-29,,True,True,True,True,
600106.SH,1997-06-18,,True,False,False,True,
600107.SH,1997-11-06,,True,False,False,True,
600108.SH,1997-08-18,,True,True,True,True,
600109.SH,1997-08-07,,True,True,True,True,
600110.SH,1997-10-07,,True,True,True,True,
600111.SH,1997-09-24,,True,False,False,True,
600112.SH,1997-11-27,2024-08-15,True,True,True,True,
600113.SH,1997-10-21,,True,False,False,True,
600114.SH,2004-05-11,,True,False,False,True,
600115.SH,1997-11-05,,True,False,False,True,
600116.SH,1997-08-04,,True,False,False,True,
600117.SH,1997-10-15,,True,False,False,True,
600118.SH,1997-09-08,,True,True,True,True,
600119.SH,1998-01-15,,True,False,False,True,
600120.SH,1997-12-01,,True,True,True,True,
600121.SH,1998-01-07,,True,False,False,True,
600122.SH,1998-04-20,2023-06-26,True,True,True,True,
600123.SH,1998-12-17,,True,False,False,True,
600125.SH,1998-05-11,,True,True,True,True,
600126.SH,1998-03-11,,True,True,True,True,
600127.SH,1998-05-06,,True,False,False,True,
600128.SH,1997-09-01,,True,False,False,True,
600129.SH,1997-11-18,,True,True,True,True,
600130.SH,2000-07-06,,True,False,False,True,
600131.SH,1998-04-02,,True,True,True,True,
600132.SH,1997-10-30,,True,True,True,True,
600133.SH,1998-02-12,,True,False,False,True,
600135.SH,1998-01-22,,True,False,False,True,
600136.SH,1998-03-03,,True,False,False,True,
600137.SH,1998-04-16,,True,False,False,True,
600138.SH,1997-12-03,,True,True,True,True,
600139.SH,1998-02-25,2023-03-27,True,False,True,True,
600141.SH,1999-06-16,,True,True,True,True,
600143.SH,2004-06-23,,True,True,True,True,
600145.SH,1999-09-23,2022-04-28,True,False,True,True,
600146.SH,1999-07-07,2022-06-30,True,False,True,True,
600148.SH,1998-05-20,,True,False,False,True,
600149.SH,1999-10-14,,True,False,False,True,
600150.SH,1998-05-20,,True,True,True,True,
600151.SH,1998-06-05,,True,True,True,True,
600152.SH,1998-06-09,,True,False,False,True,
600153.SH,1998-06-16,,True,True,True,True,
600155.SH,1998-09-18,,True,True,True,True,
600156.SH,1998-05-27,,True,False,False,True,
600157.SH,1998-05-13,,True,True,True,True,
600158.SH,1998-03-27,,True,True,True,True,
600159.SH,1998-05-26,,True,False,False,True,
600160.SH,1998-06-26,,True,True,True,True,
600161.SH,1998-06-16,,True,True,True,True,
600162.SH,1998-06-09,,True,True,True,True,
600163.SH,1998-06-02,,True,False,False,True,
600165.SH,1998-05-29,,True,False,False,True,
600166.SH,1998-06-02,,True,True,True,True,
600167.SH,1999-01-28,,True,True,True,True,
600168.SH,1998-04-27,,True,False,False,True,
600169.SH,1998-09-04,,True,True,True,True,
600170.SH,1998-06-23,,True,True,True,True,
600171.SH,1998-09-24,,True,True,True,True,
600172.SH,1998-11-26,,True,False,False,True,
600173.SH,1999-04-15,,True,False,False,True,
600175.SH,1999-04-08,2020-08-17,True,True,True,True,
600176.SH,1999-04-22,,True,True,True,True,
600177.SH,1998-11-19,,True,True,True,True,
600178.SH,1998-10-14,,True,False,False,True,
600179.SH,1998-11-04,,True,True,True,True,
600180.SH,1998-07-03,,True,True,True,True,
600181.SH,1998-09-28,2007-06-01,True,False,False,True,
600182.SH,1999-05-07,,True,False,False,True,
600183.SH,1998-10-28,,True,True,True,True,
600184.SH,2003-11-06,,True,True,True,True,
600185.SH,1999-06-11,,True,False,False,True,
600186.SH,1998-08-25,,True,False,False,True,
600187.SH,1998-11-11,,True,True,True,True,
600188.SH,1998-07-01,,True,True,True,True,
600189.SH,1998-10-07,,True,False,False,True,
600190.SH,1998-05-19,2025-07-28,True,False,True,True,
600191.SH,1998-12-10,,True,False,False,True,
600192.SH,1998-12-24,,True,False,False,True,
600193.SH,1999-05-27,2026-07-06,True,False,True,True,
600195.SH,1999-01-07,,True,True,True,True,
600196.SH,1998-08-07,,True,False,False,True,
600197.SH,1999-09-16,,True,True,True,True,
600198.SH,1998-10-21,,True,True,True,True,
600199.SH,1998-08-12,,True,True,True,True,
600200.SH,1999-04-01,2025-12-31,True,True,True,True,
600201.SH,1999-01-15,,True,True,True,True,
600202.SH,1999-06-03,,True,False,False,True,
600203.SH,1999-05-14,,True,False,False,True,
600205.SH,1999-06-30,2007-04-30,True,False,False,True,
600206.SH,1999-03-19,,True,False,False,True,
600207.SH,1999-07-14,,True,False,False,True,
600208.SH,1999-06-23,,True,True,True,True,
600209.SH,1999-03-25,2022-06-22,True,False,True,True,
600210.SH,1999-08-24,,True,False,False,True,
600211.SH,1999-07-21,,True,False,False,True,
600212.SH,1999-08-17,,True,False,False,True,
600213.SH,1999-08-31,2024-10-17,True,False,True,True,
600215.SH,1999-09-09,,True,False,False,True,
600216.SH,1999-10-21,,True,True,True,True,
600217.SH,1999-12-16,,True,False,False,True,
600218.SH,1998-12-03,,True,False,False,True,
600219.SH,1999-12-23,,True,True,True,True,
600220.SH,1999-09-27,2024-07-10,True,True,True,True,
600221.SH,1999-11-25,,True,False,False,True,
600222.SH,1999-11-05,,True,False,False,True,
600223.SH,2000-01-13,,True,False,False,True,
600225.SH,2000-01-27,2025-03-06,True,False,True,True,
600226.SH,1999-11-16,,True,False,False,True,
600227.SH,2000-02-21,,True,False,False,True,
600228.SH,1999-01-19,,True,False,False,True,
600229.SH,2000-03-09,,True,False,False,True,
600230.SH,2000-04-06,,True,False,False,True,
600231.SH,2000-05-11,,True,False,False,True,
600232.SH,2000-06-02,,True,False,False,True,
600233.SH,2000-06-08,,True,True,True,True,
600234.SH,2000-06-15,,True,False,False,True,
600235.SH,2000-06-15,,True,False,False,True,
600236.SH,2000-03-23,,True,True,True,True,
600237.SH,2000-06-09,,True,False,False,True,
600238.SH,2000-01-20,,True,False,False,True,
600239.SH,1999-12-02,,True,True,True,True,
600240.SH,2000-06-28,2020-02-06,True,True,True,True,
600241.SH,2000-11-28,,True,False,False,True,
600242.SH,2000-12-07,2023-06-29,True,False,True,True,
600243.SH,2000-11-20,,True,False,False,True,
600246.SH,2000-09-22,,True,False,False,True,
600247.SH,2000-11-23,2021-03-22,True,False,True,True,
600248.SH,2000-06-22,,True,False,False,True,
600249.SH,2004-01-30,,True,False,False,True,
600250.SH,2001-03-06,,True,False,False,True,
600251.SH,2003-06-09,,True,True,True,True,
600252.SH,2000-11-30,,True,False,False,True,
600253.SH,2000-12-27,2013-07-15,True,False,False,True,
600255.SH,2000-11-22,,True,False,False,True,
600256.SH,2000-05-26,,True,True,True,True,
600257.SH,2000-06-12,,True,False,False,True,
600258.SH,2000-06-01,,True,True,True,True,
600259.SH,2000-05-25,,True,True,True,True,
600260.SH,2000-07-06,2023-02-15,True,True,True,True,
600261.SH,2000-07-20,,True,True,True,True,
600262.SH,2000-06-30,,True,False,False,True,
600263.SH,2000-07-25,2012-03-01,True,False,False,True,
600265.SH,2000-08-25,,True,False,False,True,
600266.SH,1999-02-03,,True,True,True,True,
